Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
P53166	1	1	0	0	0	0	2
Q12315	1	0	0	0	0	0	1
Q12517	2	0	0	0	0	0	2
Q99369	0	1	0	0	0	0	1
P21538	0	2	0	0	0	0	2
P47008	0	1	0	0	0	0	1
P40457	1	0	0	0	0	0	1
P32839	0	2	0	0	0	0	2
Q12445	0	1	0	0	0	0	1
P38132	0	3	0	0	0	0	3
Q06321	2	2	0	0	0	0	4
P32567	1	1	0	0	0	0	2
P43596	1	0	0	0	0	0	1
P32477	1	0	0	0	0	0	1
P39533	1	1	0	0	0	0	2
P38151	0	3	0	0	0	0	3
P10507	1	1	0	0	0	0	2
P40466	1	1	0	0	0	0	2
Q08492	1	0	0	0	0	0	1
P00431	0	1	0	0	0	0	1
P40217	0	0	3	0	0	0	3
Q12754	0	1	0	0	0	0	1
P53295	3	0	0	0	0	0	3
Q12078	1	0	0	0	0	0	1
Q06608	0	1	0	0	0	0	1
P32447	1	0	0	0	0	0	1
P38626	0	2	0	0	0	0	2
P36051	2	0	0	0	0	0	2
P40484	1	0	0	0	0	0	1
P34223	0	3	0	0	0	0	3
P36131	1	0	0	0	0	0	1
P38803	1	0	0	0	0	0	1
P15700	0	1	0	0	0	0	1
P52920	1	0	0	0	0	0	1
P39015	1	0	0	0	0	0	1
P36123	1	0	0	0	0	0	1
Q08979	1	2	1	0	0	0	4
P40078	1	0	0	0	0	0	1
Q02260	0	1	0	0	0	0	1
P25336	0	5	0	0	0	0	5
P39009	1	1	0	0	0	0	2
Q04600	0	2	0	0	0	0	2
P47061	1	1	0	0	0	0	2
P07283	1	0	0	0	0	0	1
Q05854	0	2	0	0	0	0	2
P38260	1	0	0	0	0	0	1
P47116	0	1	0	0	0	0	1
P38295	0	1	0	0	0	0	1
Q12246	1	0	0	0	0	0	1
Q02629	8	0	0	0	0	0	8
P80210	0	1	0	0	0	0	1
P37263	0	1	0	0	0	0	1
P32379	0	2	0	0	0	0	2
Q07872	0	1	0	0	0	0	1
P13186	0	2	0	0	0	0	2
P32502	1	0	0	0	0	0	1
Q12329	1	0	0	0	0	0	1
Q02642	1	0	0	0	0	0	1
P38255	1	0	0	0	0	0	1
P10962	2	0	0	0	0	0	2
P40215	0	1	0	0	0	0	1
Q02100	1	1	0	0	0	0	2
P38716	0	1	0	0	0	0	1
P53959	0	1	0	0	0	0	1
P38250	1	0	0	0	0	0	1
Q06315	0	1	0	0	0	0	1
P34216	1	1	0	0	0	0	2
P41895	1	0	0	0	0	0	1
P54787	2	0	0	0	0	0	2
Q06053	2	0	0	0	0	0	2
P53137	1	0	0	0	0	0	1
P14741	1	0	0	0	0	0	1
P32892	1	1	0	0	0	0	2
P19524	1	1	0	0	0	0	2
P28000	0	1	0	0	0	0	1
P47079	1	0	0	0	0	0	1
P32465	1	0	0	0	0	0	1
Q03758	2	0	0	0	0	0	2
Q12091	0	1	0	0	0	0	1
Q12055	0	1	0	0	0	0	1
Q02792	1	0	0	0	0	0	1
P25454	0	2	0	0	0	0	2
P33334	0	7	0	0	0	0	7
P31374	0	1	0	0	0	0	1
P15624	0	2	0	0	0	0	2
P11745	0	0	2	0	0	0	2
P37297	2	0	0	0	0	0	2
P38181	0	2	0	0	0	0	2
P23180	0	1	0	0	0	0	1
P17106	0	1	0	0	0	0	1
O14467	1	1	0	0	0	0	2
P0CH08	1	1	0	0	0	0	2
P38111	3	1	0	0	0	0	4
P32349	1	1	0	0	0	0	2
P34078	1	0	0	0	0	0	1
P31755	1	0	0	0	0	0	1
Q06697	0	1	0	0	0	0	1
P53898	1	0	0	0	0	0	1
P26786	1	0	0	0	0	0	1
P38825	0	1	4	0	0	0	5
P46971	2	1	0	0	0	0	3
P53930	1	0	0	0	0	0	1
P40956	0	2	0	0	0	0	2
P33309	0	3	0	0	0	0	3
Q12675	3	0	0	0	0	0	3
P38304	1	0	0	0	0	0	1
P39998	0	2	0	0	0	0	2
P54837	0	1	0	0	0	0	1
P50111	0	1	0	0	0	0	1
P32521	1	3	0	0	0	0	4
P53271	1	0	0	0	0	0	1
P32639	3	2	0	0	0	0	5
P47006	1	0	0	0	0	0	1
P38130	1	0	0	0	0	0	1
Q12114	1	2	0	0	0	0	3
Q12745	0	1	0	0	0	0	1
P13185	0	2	0	0	0	0	2
P24521	2	0	0	0	0	0	2
P38988	2	0	0	0	0	0	2
P40564	0	2	0	0	0	0	2
P39106	1	0	0	0	0	0	1
P38261	1	1	0	0	0	0	2
P10592	1	0	0	0	0	0	1
P38773	1	0	0	0	0	0	1
Q03262	1	3	0	0	0	0	4
P03871	1	0	0	0	0	0	1
P25559	1	0	0	0	0	0	1
Q06689	1	0	0	0	0	0	1
P32342	0	1	0	0	0	0	1
P53010	2	0	0	0	0	0	2
Q01852	0	1	0	0	0	0	1
P41058	1	0	0	0	0	0	1
P33314	1	1	0	0	0	0	2
P32558	1	3	0	0	0	0	4
Q02206	0	2	0	0	0	0	2
P40506	2	0	0	0	0	0	2
Q06704	1	0	0	0	0	0	1
P38084	1	0	0	0	0	0	1
P32803	0	1	0	0	0	0	1
P39927	1	1	0	0	0	0	2
Q03768	0	1	0	0	0	0	1
P47122	0	1	0	0	0	0	1
P40089	0	1	0	0	0	0	1
Q06408	0	3	0	0	0	0	3
P13574	1	0	0	0	0	0	1
P40081	1	0	0	0	0	0	1
P08679	0	1	0	0	0	0	1
P39744	1	0	0	0	0	0	1
P18239	3	0	0	0	0	0	3
P47093	0	1	0	0	0	0	1
P38217	0	0	3	0	0	0	3
P32566	0	1	0	0	0	0	1
P38247	0	1	0	0	0	0	1
P23561	0	3	0	0	0	0	3
Q03944	1	0	0	0	0	0	1
Q02875	0	1	0	0	0	0	1
P06738	1	0	0	0	0	0	1
Q03281	0	2	0	0	0	0	2
P06102	2	0	0	0	0	0	2
P34160	1	2	0	0	0	0	3
P40035	3	0	0	0	0	0	3
Q12288	0	1	0	0	0	0	1
P49687	4	1	0	0	0	0	5
P32501	2	0	2	0	0	0	4
P32463	0	1	0	0	0	0	1
Q04924	2	0	0	0	0	0	2
P49017	1	0	0	0	0	0	1
P36775	1	2	0	0	0	0	3
Q04867	1	0	0	0	0	0	1
P17890	1	0	0	0	0	0	1
P32583	0	1	0	0	0	0	1
P52286	0	3	0	0	0	0	3
P45976	0	0	0	1	0	0	1
P28321	1	0	0	0	0	0	1
Q06132	2	0	0	0	0	0	2
P08456	1	0	0	0	0	0	1
P17121	0	1	0	0	0	0	1
P38120	1	0	0	0	0	0	1
P25344	0	2	0	0	0	0	2
P49723	0	1	0	0	0	0	1
P38013	0	1	0	0	0	0	1
P43582	0	1	0	0	0	0	1
P47169	2	1	2	0	0	0	5
Q00416	0	3	0	0	0	0	3
P32335	0	1	0	0	0	0	1
P47141	0	1	0	0	0	0	1
P21304	0	0	1	0	0	0	1
P32643	0	1	0	0	0	0	1
Q12362	2	0	0	0	0	0	2
P38116	0	1	0	0	0	0	1
Q02979	1	1	0	0	0	0	2
P14772	2	2	0	0	0	0	4
P32843	1	1	0	0	0	0	2
P47154	0	2	0	0	0	0	2
P33339	1	0	2	0	0	0	3
P25332	1	0	0	0	0	0	1
P53297	0	2	0	0	0	0	2
P32864	1	0	0	0	0	0	1
Q12221	0	1	3	0	0	0	4
P38737	1	0	0	0	0	0	1
Q08484	1	0	0	0	0	0	1
P40558	1	0	0	0	0	0	1
Q06325	1	0	0	0	0	0	1
P32657	2	3	0	0	0	0	5
Q08831	0	1	0	0	0	0	1
Q12495	1	0	0	0	0	0	1
P39692	0	2	0	0	0	0	2
Q06678	0	1	0	0	0	0	1
P48582	0	2	0	0	0	0	2
Q12038	1	0	0	0	0	0	1
P46956	1	0	0	0	0	0	1
P41811	1	0	4	0	0	0	5
P20795	1	0	0	0	0	0	1
P40010	2	0	0	0	0	0	2
Q99220	1	0	0	0	0	0	1
Q06096	0	1	0	0	0	0	1
P47818	1	0	0	0	0	0	1
P20053	0	0	4	0	0	0	4
P53316	0	3	0	0	0	0	3
P53983	0	1	0	0	0	0	1
Q06505	0	1	0	0	0	0	1
Q08817	1	0	1	0	0	0	2
P52911	0	1	0	0	0	0	1
P38929	3	2	0	0	0	0	5
Q08641	0	1	0	0	0	0	1
P0CX15	1	2	0	0	0	0	3
P33417	0	2	0	0	0	0	2
P53950	2	0	0	0	0	0	2
P60010	1	0	0	0	0	0	1
P53866	1	1	0	0	0	0	2
P05743	2	0	0	0	0	0	2
P43563	1	0	0	0	0	0	1
P28817	0	1	0	0	0	0	1
P32628	0	4	0	0	0	0	4
P25040	0	1	0	0	0	0	1
P32790	0	4	0	0	0	0	4
P38822	1	2	0	0	0	0	3
P38340	1	0	0	0	0	0	1
P36054	1	0	0	0	0	0	1
P53301	0	1	0	0	0	0	1
P25355	0	1	0	0	0	0	1
P24279	0	2	0	0	0	0	2
Q12108	0	1	0	0	0	0	1
P41813	1	1	0	0	0	0	2
P07278	0	3	0	0	0	0	3
P38787	2	0	0	0	0	0	2
Q05583	0	0	4	0	0	0	4
P40161	0	1	0	0	0	0	1
P53283	1	0	0	0	0	0	1
P32770	0	2	0	0	0	0	2
P36090	1	1	0	0	0	0	2
P25558	1	0	0	0	0	0	1
Q12452	0	1	0	0	0	0	1
P38227	1	0	0	0	0	0	1
Q99176	0	1	0	0	0	0	1
P06100	1	0	0	0	0	0	1
P32568	3	3	0	0	0	0	6
Q04439	1	2	0	0	0	0	3
Q03533	0	1	0	0	0	0	1
P39002	1	0	0	0	0	0	1
P34217	0	1	0	0	0	0	1
Q04839	1	0	0	0	0	0	1
P39535	1	1	0	0	0	0	2
P31539	2	3	0	0	0	0	5
P25719	0	1	0	0	0	0	1
P53309	0	1	0	0	0	0	1
P23201	2	1	0	0	0	0	3
P53875	0	2	0	0	0	0	2
P07267	1	0	0	0	0	0	1
Q08162	0	4	0	0	0	0	4
P39904	1	0	0	0	0	0	1
Q00245	0	1	0	0	0	0	1
P40348	0	2	0	0	0	0	2
Q00362	0	0	1	0	0	0	1
P50110	1	1	0	0	0	0	2
P07172	0	1	0	0	0	0	1
P20424	0	3	0	0	0	0	3
P38742	1	0	0	0	0	0	1
P25617	1	0	0	0	0	0	1
P35189	2	0	0	0	0	0	2
Q07528	0	1	0	0	0	0	1
Q12009	1	0	0	0	0	0	1
Q99296	1	0	0	0	0	0	1
P38620	0	2	0	0	0	0	2
Q08157	1	0	0	0	0	0	1
P89102	1	0	0	0	0	0	1
P47120	2	0	0	0	0	0	2
P35734	1	0	0	0	0	0	1
P40030	1	0	0	0	0	0	1
P22149	1	0	0	0	0	0	1
Q00776	1	1	0	0	0	0	2
Q12305	0	1	0	0	0	0	1
Q06681	2	1	0	0	0	0	3
Q03648	1	0	0	0	0	0	1
Q04781	0	1	0	0	0	0	1
P25573	2	0	0	0	0	0	2
P02407	1	0	0	0	0	0	1
P38682	0	1	0	0	0	0	1
P36112	3	0	0	0	0	0	3
Q04869	1	1	0	0	0	0	2
Q12180	0	2	0	0	0	0	2
P25569	0	0	2	0	0	0	2
Q06625	1	3	0	0	0	0	4
P32474	0	3	0	0	0	0	3
P38781	0	1	0	0	0	0	1
Q12427	1	0	0	0	0	0	1
P40317	1	0	0	0	0	0	1
Q06389	0	3	0	0	0	0	3
P32191	1	1	0	0	0	0	2
P38323	0	2	0	0	0	0	2
Q03834	0	5	0	0	0	0	5
P32912	0	1	0	0	0	0	1
P38959	1	0	0	0	0	0	1
Q12168	1	0	0	0	0	0	1
Q01919	0	1	0	0	0	0	1
P53303	2	0	0	0	0	0	2
Q07657	0	1	0	0	0	0	1
P41807	2	0	0	0	0	0	2
P54730	1	1	0	0	0	0	2
Q12019	0	8	0	0	0	0	8
Q12049	1	0	0	0	0	0	1
P32074	1	2	0	0	0	0	3
P38879	1	0	0	0	0	0	1
Q06523	1	0	0	0	0	0	1
P53078	0	1	0	0	0	0	1
P20448	1	2	0	0	0	0	3
P22211	0	1	0	0	0	0	1
Q05931	1	0	0	0	0	0	1
P50875	1	0	0	0	0	0	1
P11491	0	1	0	0	0	0	1
P54791	1	0	0	0	0	0	1
P53925	1	1	0	0	0	0	2
P28239	0	1	0	0	0	0	1
Q04347	1	0	0	0	0	0	1
P38811	2	0	0	0	0	0	2
P0CX27	1	0	0	0	0	0	1
P43585	1	1	0	0	0	0	2
P19263	1	0	0	0	0	0	1
Q12186	0	3	0	0	0	0	3
P00330	1	1	0	0	0	0	2
P41734	1	0	0	0	0	0	1
P12385	0	3	0	0	0	0	3
P36047	0	0	1	0	0	0	1
P0C2H9	1	0	0	0	0	0	1
P36151	0	2	0	0	0	0	2
P42839	2	1	0	0	0	0	3
P17629	1	0	0	0	0	0	1
P38989	0	3	0	0	0	0	3
P34163	0	1	0	0	0	0	1
Q08562	2	0	0	0	0	0	2
P43613	0	1	0	0	0	0	1
Q05515	0	2	0	0	0	0	2
P46683	0	0	1	0	0	0	1
Q08921	1	0	0	0	0	0	1
P40561	0	1	0	0	0	0	1
P33412	0	2	0	0	0	0	2
P36121	1	0	0	0	0	0	1
P20606	0	1	0	0	0	0	1
P29366	0	3	0	0	0	0	3
P35202	0	2	0	0	0	0	2
P54964	1	0	0	0	0	0	1
P53067	0	1	0	0	0	0	1
P25386	2	0	0	0	0	0	2
P43620	1	0	0	0	0	0	1
P34110	1	0	0	0	0	0	1
P32485	0	1	0	0	0	0	1
P40007	1	0	0	0	0	0	1
P53121	1	1	0	0	0	0	2
P40529	0	1	0	0	0	0	1
P32368	1	0	0	0	0	0	1
Q12000	0	1	0	0	0	0	1
P32588	0	3	0	0	0	0	3
P38087	3	0	0	0	0	0	3
P46677	1	1	0	0	0	0	2
P38175	1	0	0	0	0	0	1
P52917	0	3	0	0	0	0	3
P42937	0	1	0	0	0	0	1
P38066	1	0	0	0	0	0	1
Q07878	4	0	1	0	0	0	5
Q07979	0	1	0	0	0	0	1
P29703	0	0	4	0	0	0	4
P33441	1	0	0	0	0	0	1
P39683	1	0	0	0	0	0	1
Q12674	4	1	0	0	0	0	5
Q12502	1	0	0	0	0	0	1
P32855	0	1	0	0	0	0	1
Q05881	1	0	0	0	0	0	1
P38288	1	1	0	0	0	0	2
P36081	1	0	0	0	0	0	1
P32333	3	0	0	0	0	0	3
P38203	0	1	0	0	0	0	1
Q04673	1	1	0	0	0	0	2
P53296	1	0	0	0	0	0	1
P53617	1	1	0	0	0	0	2
P46655	0	2	0	0	0	0	2
Q12494	1	0	0	0	0	0	1
P36094	1	0	0	0	0	0	1
P20486	0	1	0	0	0	0	1
P54000	0	1	0	0	0	0	1
Q03103	1	0	0	0	0	0	1
P53629	1	0	0	0	0	0	1
P53305	1	0	0	0	0	0	1
Q07897	1	0	0	0	0	0	1
P53196	0	0	2	0	0	0	2
P36528	1	0	0	0	0	0	1
P32366	1	0	0	0	0	0	1
P46970	0	1	0	0	0	0	1
Q3E833	1	0	0	0	0	0	1
P40513	0	1	0	0	0	0	1
P48562	0	3	0	0	0	0	3
P23642	1	0	0	0	0	0	1
P39678	0	1	0	0	0	0	1
P35688	0	3	0	0	0	0	3
P11709	0	1	0	0	0	0	1
P17076	0	1	0	0	0	0	1
P38351	1	0	0	0	0	0	1
P38932	1	0	0	0	0	0	1
P52923	0	1	0	0	0	0	1
P36008	0	3	0	0	0	0	3
P38968	2	1	2	0	0	0	5
P38165	0	1	0	0	0	0	1
Q12400	1	0	0	0	0	0	1
P32341	1	0	0	0	0	0	1
P39726	0	1	0	0	0	0	1
P39109	2	2	0	0	0	0	4
P06775	1	0	0	0	0	0	1
P53258	1	1	0	0	0	0	2
P35180	1	0	0	0	0	0	1
Q12117	0	1	0	0	0	0	1
P43535	0	3	0	0	0	0	3
P25623	0	1	0	0	0	0	1
Q08208	0	1	0	0	0	0	1
P08539	0	1	0	0	0	0	1
P47075	1	1	0	0	0	0	2
P39538	1	0	0	0	0	0	1
P08018	0	1	0	0	0	0	1
P04786	2	1	0	0	0	0	3
P07560	0	1	0	0	0	0	1
Q7LHG5	2	1	0	0	0	0	3
Q12099	1	1	0	0	0	0	2
P25302	0	1	0	0	0	0	1
P35207	1	3	0	0	0	0	4
P15179	0	2	0	0	0	0	2
Q04372	1	0	0	0	0	0	1
P18562	0	1	0	0	0	0	1
P25303	0	3	0	0	0	0	3
P40012	0	1	0	0	0	0	1
P53193	0	2	0	0	0	0	2
Q01163	1	0	0	0	0	0	1
Q00711	1	1	0	0	0	0	2
P36000	1	0	0	0	0	0	1
P06701	0	1	0	0	0	0	1
P43573	0	1	0	0	1	0	2
Q02555	1	1	0	0	0	0	2
Q05029	1	0	0	0	0	0	1
Q12010	0	0	2	0	0	0	2
P40202	0	2	0	0	0	0	2
P25385	0	1	0	0	0	0	1
P02992	0	3	0	0	0	0	3
P40517	1	0	0	0	0	0	1
P33753	1	1	0	0	0	0	2
Q04922	0	1	0	0	0	0	1
Q04693	1	1	0	0	0	0	2
Q02354	1	0	0	0	0	0	1
P39008	1	0	0	0	0	0	1
P24784	1	1	0	0	0	0	2
P37838	0	3	0	0	0	0	3
P17442	0	2	0	0	0	0	2
Q07451	1	0	0	0	0	0	1
Q02455	0	0	0	0	1	0	1
Q06679	0	0	1	0	0	0	1
P20604	0	1	0	0	0	0	1
P35179	1	0	0	0	0	0	1
P06778	1	0	0	0	0	0	1
P29547	0	3	0	0	0	0	3
Q01080	1	0	0	0	0	0	1
P50106	1	0	0	0	0	0	1
P32492	1	1	0	1	0	0	3
P12962	1	0	0	0	0	0	1
Q12515	1	0	0	0	0	0	1
P18851	0	0	4	0	0	0	4
Q08954	1	1	0	0	0	0	2
P0C2I6	2	1	0	0	0	0	3
Q04925	0	2	0	0	0	0	2
P53273	1	1	0	0	0	0	2
P34227	0	2	0	0	0	0	2
Q03735	0	2	0	0	0	0	2
P21269	0	2	0	0	0	0	2
P40548	1	0	0	0	0	0	1
P08466	0	1	0	0	0	0	1
P36521	1	0	0	0	0	0	1
P04710	3	0	0	0	0	0	3
Q07381	1	1	0	0	0	0	2
Q04031	1	0	0	0	0	0	1
P32480	1	0	0	0	0	0	1
P0CS90	1	0	0	0	0	0	1
P29952	1	0	0	0	0	0	1
P25847	0	5	0	0	0	0	5
P50101	3	0	0	0	0	0	3
Q06205	0	1	0	0	0	0	1
P32457	0	1	0	0	0	0	1
P48363	0	0	0	0	1	0	1
P53152	0	1	0	0	0	0	1
P04821	1	2	0	0	0	0	3
P15424	1	1	0	0	0	0	2
P02294	0	1	0	0	0	0	1
P53049	2	2	0	0	0	0	4
P29496	0	3	0	0	0	0	3
P40017	1	0	0	0	0	0	1
P12688	1	1	0	0	0	0	2
P19146	0	1	0	0	0	0	1
P19658	1	0	0	0	0	0	1
P41834	0	1	0	0	0	0	1
Q12486	1	0	0	0	0	0	1
Q12033	0	2	0	0	0	0	2
P38353	1	1	0	0	0	0	2
P22217	0	1	0	0	0	0	1
P15436	2	1	0	0	0	0	3
P33333	1	0	0	0	0	0	1
Q05779	0	1	0	0	0	0	1
P53091	0	3	0	0	0	0	3
P07213	2	0	1	0	0	0	3
P35191	0	3	0	0	0	0	3
P13259	0	1	0	0	0	0	1
Q12465	1	0	0	0	0	0	1
P25378	0	1	0	0	0	0	1
Q02939	1	0	0	0	0	0	1
P38274	1	2	0	0	0	0	3
P24276	0	1	0	0	0	0	1
P40498	1	0	0	0	0	0	1
Q12123	2	0	0	0	0	0	2
P35056	1	0	1	0	0	0	2
P38555	0	1	0	0	0	0	1
P25342	0	1	0	0	0	0	1
P02309	0	1	0	0	0	0	1
P01120	0	1	0	0	0	0	1
P38874	1	0	0	0	0	0	1
P53254	0	6	0	0	0	0	6
P53552	4	0	0	0	0	0	4
P33324	0	2	0	0	0	0	2
P40693	0	1	0	0	0	0	1
P39929	1	0	0	0	0	0	1
Q06628	1	0	0	0	0	0	1
Q08773	2	2	0	0	0	0	4
P38827	1	2	0	0	0	0	3
P47108	1	0	0	0	0	0	1
P36036	1	1	0	0	0	0	2
Q99394	1	0	0	0	0	0	1
P40433	0	2	0	0	0	0	2
Q07551	0	1	0	0	0	0	1
P32904	0	2	0	0	0	0	2
P47082	1	0	0	0	0	0	1
P32771	1	1	0	0	0	0	2
P32589	1	0	0	0	0	0	1
Q04080	1	0	0	0	0	0	1
P38143	1	0	0	0	0	0	1
P36135	1	0	0	0	0	0	1
O13585	1	0	0	0	0	0	1
Q99189	1	0	0	0	0	0	1
P31385	1	0	0	0	0	0	1
P53973	1	1	0	0	0	0	2
Q04322	1	0	0	0	0	0	1
P38431	2	0	0	0	0	0	2
P32911	0	1	0	0	0	0	1
Q06839	0	3	0	0	0	0	3
P32356	0	2	0	0	0	0	2
P32832	1	0	0	0	0	0	1
P04801	1	3	0	0	0	0	4
P08566	2	4	0	0	0	0	6
Q06705	0	2	0	0	0	0	2
P24384	1	3	0	0	0	0	4
P26570	1	1	0	0	0	0	2
P46678	0	1	0	0	0	0	1
P0CX34	1	0	0	0	0	0	1
P38333	1	0	0	0	0	0	1
P27801	2	0	0	0	0	0	2
P32466	1	0	0	0	0	0	1
Q03778	0	1	0	0	0	0	1
P53201	0	1	0	0	0	0	1
Q12446	1	1	0	0	0	0	2
P53935	1	0	0	0	0	0	1
Q08444	1	1	0	0	0	0	2
Q06409	1	0	0	0	0	0	1
Q03496	1	0	0	0	0	0	1
P32561	0	1	0	0	0	0	1
Q02805	0	2	0	0	0	0	2
Q12751	2	0	0	0	0	0	2
P42846	2	0	0	0	0	0	2
P33759	0	2	0	0	0	0	2
P40339	0	2	0	0	0	0	2
P53734	1	1	0	0	0	0	2
P20434	0	2	0	0	0	0	2
P32259	1	0	0	0	0	0	1
Q12040	0	1	0	0	0	0	1
P36132	1	0	0	0	0	0	1
P19735	0	1	0	0	0	0	1
P53953	0	5	0	0	0	0	5
P09950	0	1	0	0	0	0	1
P40318	0	1	0	0	0	0	1
P47057	0	1	0	0	0	0	1
P38089	1	0	0	0	0	0	1
Q04214	2	1	0	0	0	0	3
P47164	0	1	0	0	0	0	1
Q12406	1	0	0	0	0	0	1
P25340	1	0	0	0	0	0	1
P22696	0	2	0	0	0	0	2
P39517	1	1	0	0	0	0	2
P24280	0	2	0	0	0	0	2
P48813	1	0	0	0	0	0	1
Q6Q547	1	0	0	0	0	0	1
P53322	1	0	0	0	0	0	1
Q12499	1	1	0	0	0	0	2
P38149	1	1	1	0	0	0	3
P12687	1	0	0	0	0	0	1
Q6Q560	1	0	0	0	0	0	1
Q06538	2	1	0	0	0	0	3
P15705	0	0	2	0	0	0	2
P14682	0	1	0	0	0	0	1
P47150	0	1	0	0	0	0	1
P11938	2	2	0	0	0	0	4
P37020	1	2	0	0	0	0	3
Q04599	0	1	0	0	0	0	1
P39956	1	2	0	0	0	0	3
P47143	1	0	0	0	0	0	1
P05453	0	3	0	0	0	0	3
P18900	0	1	0	0	0	0	1
P53119	0	1	0	0	0	0	1
Q04119	0	1	0	0	0	0	1
P21825	1	0	0	0	0	0	1
P48353	0	1	0	0	0	0	1
P38090	1	0	0	0	0	0	1
P40204	0	1	0	0	0	0	1
P38883	0	1	0	0	0	0	1
P49957	0	1	0	0	0	0	1
P23394	1	1	0	0	0	0	2
P47031	1	0	0	0	0	0	1
P07260	0	1	0	0	0	0	1
Q02892	1	1	0	0	0	0	2
P39004	1	0	0	0	0	0	1
Q03290	1	1	0	0	0	0	2
Q99258	1	0	0	0	0	0	1
P40395	1	0	0	0	0	0	1
Q02336	0	2	0	0	0	0	2
P23585	1	0	0	0	0	0	1
P38782	1	0	0	0	0	0	1
Q06338	1	0	0	0	0	0	1
P38922	0	3	0	0	0	0	3
P39743	0	2	0	0	0	0	2
P54861	2	1	0	0	0	0	3
Q08873	0	1	0	0	0	0	1
P04147	1	4	0	0	0	0	5
P34761	0	1	0	0	0	0	1
P04050	0	7	12	0	0	0	19
P53632	2	0	0	0	0	0	2
P32860	1	1	0	0	0	0	2
P21339	0	1	0	0	0	0	1
Q07804	1	0	0	0	0	0	1
Q03306	0	1	0	0	0	0	1
P38819	0	1	0	0	0	0	1
P16521	0	2	0	0	0	0	2
P23301	0	1	0	0	0	0	1
P53883	0	1	0	0	0	0	1
O13539	1	0	0	0	0	0	1
P29465	1	0	0	0	0	0	1
Q08237	1	0	0	0	0	0	1
Q12326	0	3	0	0	0	0	3
P29056	1	3	0	0	0	0	4
P19158	2	0	0	0	0	0	2
P38187	1	0	0	0	0	0	1
P23595	0	1	0	0	0	0	1
Q03254	2	0	0	0	0	0	2
P17695	0	1	0	0	0	0	1
P43609	1	3	0	0	0	0	4
P53040	0	2	0	0	0	0	2
P40545	1	0	0	0	0	0	1
P43639	0	1	0	0	0	0	1
P33202	0	1	0	0	0	0	1
Q12404	0	1	0	0	0	0	1
P33313	0	0	1	0	0	0	1
P38068	0	1	0	0	0	0	1
P40013	1	0	0	0	0	0	1
P30656	0	1	0	0	0	0	1
P40856	1	0	0	0	0	0	1
P34247	1	0	0	0	0	0	1
P32913	0	1	0	0	0	0	1
P36076	1	0	0	0	0	0	1
Q08962	1	0	0	0	0	0	1
P25555	0	3	0	0	0	0	3
P32844	1	0	0	0	0	0	1
Q06696	2	1	0	0	0	0	3
P53261	2	0	0	0	0	0	2
P36046	0	1	0	0	0	0	1
Q03497	0	2	0	0	0	0	2
P20081	0	1	0	0	0	0	1
Q01476	1	3	0	0	0	0	4
P53940	0	3	0	0	0	0	3
P53915	0	1	0	0	0	0	1
Q01939	0	1	0	0	0	0	1
Q03012	0	1	0	0	0	0	1
Q01159	0	2	0	0	0	0	2
P25339	0	0	8	0	0	0	8
P43556	1	2	0	0	0	0	3
P38347	1	0	0	0	0	0	1
P42941	0	1	0	0	0	0	1
Q03973	0	1	0	0	0	0	1
P32579	1	1	0	0	0	0	2
P50086	0	0	2	0	0	0	2
P36160	0	1	0	0	0	0	1
P12868	1	0	0	0	0	0	1
P52488	0	2	0	0	0	0	2
Q07800	1	0	0	0	0	0	1
P38145	0	2	0	0	0	0	2
P36124	0	1	0	0	0	0	1
P32367	1	0	0	0	0	0	1
P05374	2	0	0	0	0	0	2
Q03048	0	1	0	0	0	0	1
Q06543	0	1	0	0	0	0	1
P43633	1	0	0	0	0	0	1
P52593	1	0	0	0	0	0	1
P13382	3	1	0	0	0	0	4
Q05636	0	2	0	0	0	0	2
P26370	1	1	0	0	0	0	2
P14742	0	3	0	0	0	0	3
P38264	1	0	0	0	0	0	1
P38199	0	3	0	0	0	0	3
P40496	1	0	0	0	0	0	1
Q07418	1	0	0	0	0	0	1
P11972	0	2	0	0	0	0	2
P46992	1	1	0	0	0	0	2
P40541	1	0	0	0	0	0	1
P43621	0	1	0	0	0	0	1
P33329	1	1	0	0	0	0	2
P38085	1	0	0	0	0	0	1
P38700	1	0	0	0	0	0	1
P38167	0	1	0	0	0	0	1
Q02950	1	0	0	0	0	0	1
P47054	1	0	0	0	0	0	1
P28795	2	0	0	0	0	0	2
Q99247	1	0	0	0	0	0	1
P40516	0	1	0	0	0	0	1
P36048	1	4	0	0	0	0	5
P18852	0	1	0	0	0	0	1
P25366	0	2	0	0	0	0	2
P38788	1	0	0	0	0	0	1
P06115	1	1	0	0	0	0	2
Q08491	0	1	0	0	0	0	1
P30619	1	0	0	0	0	0	1
P53063	1	0	0	0	0	0	1
P53008	0	2	0	0	0	0	2
Q12060	1	0	0	0	0	0	1
P23503	0	1	0	0	0	0	1
Q08960	1	2	0	0	0	0	3
Q12500	1	0	0	0	0	0	1
P27929	0	1	0	0	0	0	1
P39104	3	0	0	0	0	0	3
P10363	1	0	0	0	0	0	1
P27476	0	2	0	0	0	0	2
P53169	1	0	0	0	0	0	1
P47136	0	1	0	0	0	0	1
P19659	1	1	0	0	0	0	2
P32569	1	0	0	0	0	0	1
P39926	1	1	0	0	0	0	2
P40509	1	0	0	0	0	0	1
