Uniprot	Family	Domain	Repeat	Motif	Coiled-coil	Disordered
P41833	1	0	0	0	0	0	1
P43551	0	1	0	0	0	0	1
Q03375	0	1	0	0	0	0	1
P22215	1	0	0	0	0	0	1
P36077	1	0	0	0	0	0	1
P00425	1	0	0	0	0	0	1
P0CX31	1	0	0	0	0	0	1
Q12250	0	1	0	0	0	0	1
P38763	0	1	0	0	0	0	1
P25567	0	1	0	0	0	0	1
P03877	1	2	0	0	0	0	3
P33442	1	0	0	0	0	0	1
P08638	0	1	0	0	0	0	1
P38986	0	1	0	0	0	0	1
P17064	1	0	0	0	0	0	1
P07256	1	1	0	0	0	0	2
P14291	1	0	0	0	0	0	1
Q12380	1	0	0	0	0	0	1
P35127	0	1	0	0	0	0	1
P50946	0	1	0	0	0	0	1
P36040	1	0	0	0	0	0	1
P25566	1	0	0	0	0	0	1
P24720	1	0	0	0	0	0	1
P35844	1	0	0	0	0	0	1
P35732	1	0	0	0	0	0	1
P46955	1	0	0	0	0	0	1
Q03263	1	0	0	0	0	0	1
P33310	1	1	0	0	0	0	2
P38632	0	1	0	0	0	0	1
P40018	0	1	0	0	0	0	1
O13559	1	1	0	0	0	0	2
Q12680	1	5	0	0	0	0	6
P43587	1	0	0	0	0	0	1
P28777	1	0	0	0	0	0	1
Q99260	0	1	0	0	0	0	1
Q12149	0	3	0	0	0	0	3
P38286	0	1	0	0	0	0	1
P38884	0	1	0	0	0	0	1
Q06567	1	0	0	0	0	0	1
P38041	0	3	0	0	0	0	3
Q05584	1	1	0	0	0	0	2
P43593	1	0	0	0	0	0	1
P40055	0	1	0	0	0	0	1
P39073	0	1	0	0	0	0	1
P04051	0	5	0	0	0	0	5
P06838	1	0	0	0	0	0	1
Q05541	1	0	0	0	0	0	1
P19073	0	1	0	0	0	0	1
Q00916	1	1	0	0	0	0	2
Q08754	1	0	0	0	0	0	1
Q03219	0	1	0	0	0	0	1
P35193	0	1	0	0	0	0	1
Q06682	0	3	0	0	0	0	3
Q08968	1	0	0	0	0	0	1
P39936	1	1	0	0	0	0	2
P26783	0	1	0	0	0	0	1
Q12001	1	0	0	0	0	0	1
P36152	1	1	0	0	0	0	2
P27809	1	0	0	0	0	0	1
P32833	1	0	0	0	0	0	1
P32487	1	0	0	0	0	0	1
P36056	2	0	0	0	0	0	2
P42900	1	0	0	0	0	0	1
Q02770	0	1	0	0	0	0	1
P38065	1	1	0	0	0	0	2
P02400	1	0	0	0	0	0	1
Q02773	1	0	0	0	0	0	1
P00044	0	1	0	0	0	0	1
P51401	0	2	0	0	0	0	2
P50102	1	1	0	0	0	0	2
P40456	0	1	0	0	0	0	1
P15303	0	5	0	0	0	0	5
Q00772	0	1	0	0	0	0	1
P40893	1	0	0	0	0	0	1
P49367	1	1	0	0	0	0	2
Q03799	0	1	0	0	0	0	1
P33302	3	3	0	0	0	0	6
P07703	0	2	0	0	0	0	2
Q00873	1	0	0	0	0	0	1
P53909	0	1	0	0	0	0	1
P41896	1	0	0	0	0	0	1
P38766	1	0	0	0	0	0	1
P33411	1	0	0	0	0	0	1
P39708	0	2	0	0	0	0	2
Q12300	1	0	0	0	0	0	1
P33891	1	0	0	0	0	0	1
P04819	2	1	0	0	0	0	3
P53920	0	4	0	0	0	0	4
P87262	1	0	0	0	0	0	1
Q03178	0	0	8	0	0	0	8
P38345	1	0	0	0	0	0	1
P41819	0	1	0	0	0	0	1
Q06406	0	1	0	0	0	0	1
P36039	1	0	0	0	0	0	1
P53981	1	0	0	0	0	0	1
P22082	2	4	0	0	0	0	6
P39709	1	0	0	0	0	0	1
P37293	1	0	0	0	0	0	1
Q3E7B7	1	0	0	0	0	0	1
P37261	0	1	0	0	0	0	1
P39719	1	1	0	0	0	0	2
P47165	0	1	0	0	0	0	1
P40587	1	0	0	0	0	0	1
P28708	0	1	0	0	0	0	1
P53924	1	1	0	0	0	0	2
P40360	1	0	0	0	0	0	1
P32784	1	0	0	0	0	0	1
P38263	1	0	0	0	0	0	1
Q08226	1	0	0	0	0	0	1
P28241	0	1	0	0	0	0	1
Q03769	0	1	0	0	0	0	1
P41921	1	2	0	0	0	0	3
P08678	1	2	3	0	0	0	6
P38115	0	1	0	0	0	0	1
P54858	0	1	0	0	0	0	1
P15731	0	1	0	0	0	0	1
P29295	0	1	0	0	0	0	1
Q3E7X8	1	0	0	0	0	0	1
P50107	0	2	0	0	0	0	2
P42883	1	0	0	0	0	0	1
Q86ZR7	1	0	0	0	0	0	1
P42949	1	0	0	0	0	0	1
P38222	1	0	0	0	0	0	1
Q12434	0	1	0	0	0	0	1
P12866	2	2	0	0	0	0	4
P52490	0	1	0	0	0	0	1
P43637	0	1	0	0	0	0	1
P32388	0	1	0	0	0	0	1
P32602	0	1	0	0	0	0	1
P36168	0	1	0	0	0	0	1
P47137	0	1	0	0	0	0	1
P0C2J0	2	1	0	0	0	0	3
Q12213	0	2	0	0	0	0	2
P43497	0	0	1	0	0	0	1
P32340	0	1	0	0	0	0	1
Q12232	1	0	0	0	0	0	1
P31380	2	0	0	0	0	0	2
P06106	0	1	0	0	0	0	1
P20435	1	0	0	0	0	0	1
P12904	0	3	0	0	0	0	3
Q12339	1	0	0	0	0	0	1
P06174	1	0	0	0	0	0	1
P25338	1	0	0	0	0	0	1
Q04602	1	0	0	0	0	0	1
P32386	2	2	0	0	0	0	4
P32829	0	2	0	0	0	0	2
P53343	1	0	0	0	0	0	1
Q04935	1	0	0	0	0	0	1
P53200	1	0	0	0	0	0	1
P38856	0	1	0	0	0	0	1
P53043	1	1	0	0	0	0	2
P38142	1	0	0	0	0	0	1
P38131	1	0	0	0	0	0	1
P38702	3	0	0	0	0	0	3
P38852	0	1	0	0	0	0	1
P48524	2	0	0	0	0	0	2
P25348	1	0	0	0	0	0	1
P40026	1	0	0	0	0	0	1
P40487	1	0	0	0	0	0	1
Q99287	1	0	0	0	0	0	1
Q02959	0	1	0	0	0	0	1
P32802	1	0	0	0	0	0	1
P0CX52	1	0	0	0	0	0	1
P48415	0	3	0	0	0	0	3
P40533	0	1	0	0	0	0	1
P53174	1	0	0	0	0	0	1
P16862	0	2	0	0	0	0	2
P40850	3	0	0	0	0	0	3
P36091	1	0	0	0	0	0	1
P32909	0	1	0	0	0	0	1
P25568	1	0	0	0	0	0	1
P53290	0	1	0	0	0	0	1
P38230	1	1	0	0	0	0	2
P53934	1	0	0	0	0	0	1
P38972	0	3	0	0	0	0	3
P11747	0	1	0	0	0	0	1
P32591	1	2	0	0	0	0	3
P36142	1	0	0	0	0	0	1
Q3E792	1	0	0	0	0	0	1
P21672	1	2	0	0	0	0	3
Q06537	1	0	0	0	0	0	1
P32504	1	1	0	0	0	0	2
Q12387	1	0	0	0	0	0	1
P0C0V2	1	0	0	0	0	0	1
P22943	1	0	0	0	0	0	1
P33297	0	1	0	0	0	0	1
Q12385	0	1	0	0	0	0	1
P38824	0	1	0	0	0	0	1
P14922	0	0	2	0	0	0	2
Q05040	1	0	0	0	0	0	1
P46988	0	0	0	0	1	0	1
Q12068	1	0	0	0	0	0	1
P40157	2	0	0	0	0	0	2
P43599	1	0	0	0	0	0	1
A0A023PXF5	1	0	0	0	0	0	1
P53335	1	0	0	0	0	0	1
Q03067	1	0	0	0	0	0	1
P40504	2	0	0	0	0	0	2
Q08932	1	0	0	0	0	0	1
P09798	0	1	0	0	0	0	1
Q06417	0	1	0	0	0	0	1
P33299	0	1	0	0	0	0	1
P47153	0	1	0	0	0	0	1
P11978	0	1	0	0	0	0	1
P31384	0	1	2	0	0	0	3
P0CI67	0	1	1	0	0	0	2
O75012	0	1	0	0	0	0	1
P23638	0	2	0	0	0	0	2
P47081	1	0	0	0	0	0	1
P32343	1	0	0	0	0	0	1
Q12405	0	1	0	0	0	0	1
Q12310	0	1	0	0	0	0	1
P36018	0	1	0	0	0	0	1
P10662	0	2	0	0	0	0	2
P32590	1	0	0	0	0	0	1
P32565	1	0	2	0	0	0	3
P40362	0	0	2	0	0	0	2
P32895	0	2	0	0	0	0	2
P0CX77	0	1	0	0	0	0	1
P32383	2	0	0	0	0	0	2
P39110	0	1	0	0	0	0	1
P40535	1	0	0	0	0	0	1
P30402	0	1	0	0	0	0	1
P10591	1	0	0	0	0	0	1
P19881	0	1	0	0	0	0	1
Q00055	1	1	0	0	0	0	2
P54115	1	0	0	0	0	0	1
P25626	1	0	0	0	0	0	1
P25646	1	0	0	0	0	0	1
P35182	1	0	0	0	0	0	1
P40554	1	0	0	0	0	0	1
Q08217	0	1	0	0	0	0	1
P38073	0	1	0	0	0	0	1
P24783	1	1	0	0	0	0	2
Q06010	2	2	0	0	0	0	4
P40074	1	0	0	0	0	0	1
P23493	1	0	0	0	0	0	1
P40559	1	1	0	0	0	0	2
P06839	1	2	0	0	0	0	3
P38218	0	1	0	0	0	0	1
P47052	1	1	0	0	0	0	2
P10823	0	1	0	0	0	0	1
P38725	1	0	0	0	0	0	1
P53860	0	2	0	0	0	0	2
P40343	0	2	0	2	0	0	4
P47822	1	0	0	0	0	0	1
Q12293	1	0	0	0	0	0	1
P01094	1	0	0	0	0	0	1
P53314	0	1	0	0	0	0	1
P26793	2	0	0	0	0	0	2
P43540	0	1	0	0	0	0	1
P38796	0	1	0	0	0	0	1
P04449	1	0	0	0	0	0	1
P46681	0	2	0	0	0	0	2
P34077	1	0	0	0	0	0	1
P32563	1	0	0	0	0	0	1
P49018	1	0	0	0	0	0	1
Q04773	1	0	0	0	0	0	1
Q02795	1	0	0	0	0	0	1
P53896	1	0	0	0	0	0	1
Q12255	1	1	0	0	0	0	2
P47181	0	1	0	0	0	0	1
P40312	0	1	0	0	0	0	1
P36146	1	0	0	0	0	0	1
Q06236	1	0	0	0	0	0	1
Q12069	1	0	0	0	0	0	1
Q12344	1	0	0	0	0	0	1
P33328	1	0	0	0	0	0	1
P25628	1	0	0	0	0	0	1
P47175	0	1	0	0	0	0	1
P40482	0	5	0	0	0	0	5
Q12518	0	1	0	0	0	0	1
P24482	1	0	0	0	0	0	1
Q06597	0	1	0	0	0	0	1
P27705	0	1	0	0	0	0	1
P0CX10	0	2	0	0	0	0	2
P14063	1	0	0	0	0	0	1
P57743	0	1	0	0	0	0	1
P33301	1	0	0	0	0	0	1
P20485	2	0	0	0	0	0	2
P22214	1	1	0	0	0	0	2
P0CX23	0	1	0	0	0	0	1
P32842	2	0	0	0	0	0	2
P32773	2	0	0	0	0	0	2
Q08949	1	0	0	0	0	0	1
P13517	1	0	0	0	0	0	1
P53009	0	1	0	0	0	0	1
P53929	0	1	0	0	0	0	1
P47117	1	0	0	0	0	0	1
P40549	1	0	0	0	0	0	1
P46673	1	0	0	0	0	0	1
P35176	0	1	0	0	0	0	1
P15992	1	0	0	0	0	0	1
P53158	0	1	0	0	0	0	1
P38809	1	0	0	0	0	0	1
P30606	1	0	0	0	0	0	1
Q04705	1	0	0	0	0	0	1
P13134	1	1	0	0	0	0	2
P00410	1	1	0	0	0	0	2
P40522	1	0	0	0	0	0	1
Q12412	1	0	0	0	0	0	1
Q12271	1	1	0	0	0	0	2
P36049	1	0	0	0	0	0	1
P47112	0	1	0	0	0	0	1
P04817	1	0	0	0	0	0	1
P46944	1	0	0	0	0	0	1
P20447	1	1	0	0	0	0	2
P30952	1	0	0	0	0	0	1
P43635	0	1	0	0	0	0	1
P38759	0	1	0	0	0	0	1
Q07468	0	2	0	0	0	0	2
Q02046	0	2	0	0	0	0	2
P26785	1	0	0	0	0	0	1
Q05905	0	1	0	0	0	0	1
Q03677	0	1	0	0	0	0	1
Q06488	0	3	0	0	0	0	3
P40056	1	0	0	0	0	0	1
Q04958	1	1	0	0	0	0	2
Q07888	1	1	0	0	0	0	2
Q04991	1	0	0	0	0	0	1
P34252	2	0	0	0	0	0	2
P40025	1	0	0	0	0	0	1
Q12230	1	0	0	0	0	0	1
P38114	0	2	0	0	0	0	2
P36095	1	0	0	0	0	0	1
P39986	1	1	0	0	0	0	2
P53221	2	0	0	0	0	0	2
P38826	1	0	0	0	0	0	1
P43594	1	0	0	0	0	0	1
P38067	1	0	0	0	0	0	1
P38910	0	1	0	0	0	0	1
Q3E7C1	1	0	0	0	0	0	1
P16622	0	1	0	0	0	0	1
Q12372	1	0	0	0	0	0	1
Q07953	1	1	0	0	0	0	2
Q12402	1	0	0	0	0	0	1
P19736	2	2	0	0	0	0	4
P32458	0	1	0	0	0	0	1
P43542	2	0	0	0	0	0	2
P38235	1	0	0	0	0	0	1
P06197	1	0	0	0	0	0	1
Q05775	1	0	0	0	0	0	1
P40470	1	0	0	0	0	0	1
Q03619	2	1	0	0	0	0	3
Q12244	0	1	0	0	0	0	1
Q12415	1	1	0	0	0	0	2
Q02486	0	2	0	0	0	0	2
P53292	1	0	0	0	0	0	1
P32900	0	1	0	0	0	0	1
P39714	1	1	0	0	0	0	2
P53096	0	1	0	0	0	0	1
P38627	0	2	0	0	0	0	2
P40582	0	2	0	0	0	0	2
P36173	1	0	0	0	0	0	1
P38861	1	0	0	0	0	0	1
Q03796	1	0	0	0	0	0	1
P38758	0	1	0	0	0	0	1
Q02725	1	1	0	0	0	0	2
P53980	1	0	0	0	0	0	1
P43562	1	0	0	0	0	0	1
P16151	1	0	0	0	0	0	1
Q08980	2	0	0	0	0	0	2
P33336	1	0	0	0	0	0	1
P32896	1	1	0	0	0	0	2
P33421	1	0	0	0	0	0	1
Q06676	1	0	0	0	0	0	1
Q03761	0	1	0	0	0	0	1
P18414	1	0	0	0	0	0	1
Q12233	1	0	0	0	0	0	1
P32908	0	2	0	0	0	0	2
P34253	0	1	0	0	0	0	1
P25625	1	0	0	0	0	0	1
Q03784	2	0	0	0	0	0	2
P0CX28	1	0	0	0	0	0	1
P25374	0	1	0	0	0	0	1
P40160	1	1	0	0	0	0	2
Q03976	1	0	0	0	0	0	1
Q08224	2	0	0	0	0	0	2
Q07879	0	1	0	0	0	0	1
P32597	2	3	0	0	0	0	5
P34237	1	0	0	0	0	0	1
Q08844	1	1	0	0	0	0	2
P22213	1	0	0	0	0	0	1
Q04739	2	0	0	0	0	0	2
Q6Q546	0	1	0	0	0	0	1
P40209	0	1	0	0	0	0	1
Q12690	1	0	0	0	0	0	1
P47166	1	0	0	0	1	0	2
P06367	1	0	0	0	0	0	1
P07262	0	2	0	0	0	0	2
P40414	0	0	0	0	1	0	1
P41818	1	0	0	0	0	0	1
P15873	0	2	0	0	0	0	2
Q06005	0	1	0	0	0	0	1
Q05530	0	1	0	0	0	0	1
P39105	1	0	0	0	0	0	1
P38080	0	1	0	0	0	0	1
P40586	0	1	0	0	0	0	1
P13434	0	1	0	0	0	0	1
Q07454	1	0	0	0	0	0	1
P53157	1	0	0	0	0	0	1
Q12386	1	0	0	0	0	0	1
P22353	1	0	0	0	0	0	1
P40474	1	0	0	0	0	0	1
P38239	0	1	0	0	0	0	1
Q06244	1	0	0	0	0	0	1
P32792	1	0	0	0	0	0	1
Q03407	0	1	0	0	0	0	1
Q06170	1	0	0	0	0	0	1
Q07794	0	1	0	0	0	0	1
P38697	0	3	0	0	0	0	3
P40585	1	0	0	0	0	0	1
Q04373	0	1	0	0	0	0	1
P57744	0	1	0	0	0	0	1
P25642	0	1	0	0	0	0	1
P21734	0	2	0	0	0	0	2
P40538	1	0	0	0	0	0	1
P39081	1	0	0	0	0	0	1
P21373	1	0	0	0	0	0	1
P16474	1	0	0	0	0	0	1
P53134	1	0	0	0	0	0	1
P09938	0	1	0	0	0	0	1
Q03860	1	0	0	0	0	0	1
P38174	0	1	0	0	0	0	1
P51534	1	0	0	0	0	0	1
P22579	1	1	3	0	0	0	5
P14843	0	1	0	0	0	0	1
P39968	0	0	8	0	0	0	8
P53318	1	0	0	0	0	0	1
P39551	1	0	0	0	0	0	1
P19880	2	0	0	0	0	0	2
P34240	1	0	0	0	0	0	1
P53720	1	0	0	0	0	0	1
Q12379	1	0	0	0	0	0	1
P13298	0	1	0	0	0	0	1
Q12365	1	1	0	0	0	0	2
Q06168	2	0	0	0	0	0	2
P32345	0	1	0	0	0	0	1
P46669	0	1	0	0	0	0	1
P38590	0	1	0	0	0	0	1
P34241	2	0	0	0	0	0	2
P04039	1	0	0	0	0	0	1
P38074	1	0	0	0	0	0	1
P47119	0	1	0	0	0	0	1
P12887	0	1	0	0	0	0	1
P36172	1	0	0	0	0	0	1
Q06199	0	1	0	0	0	0	1
P53969	1	0	0	0	0	0	1
P25297	1	0	0	0	0	0	1
P21182	1	0	0	0	0	0	1
P0CX82	1	0	0	0	0	0	1
P19262	0	2	0	0	0	0	2
P36075	2	0	0	0	0	0	2
P40963	1	0	0	0	0	0	1
P47017	0	1	0	0	0	0	1
Q3E740	1	0	0	0	0	0	1
Q08282	1	0	1	0	0	0	2
P15646	0	1	0	0	0	0	1
P06700	2	0	0	0	0	0	2
P39966	1	0	0	0	0	0	1
Q06144	1	0	0	0	0	0	1
Q08409	3	2	0	0	0	0	5
P48445	1	2	0	0	0	0	3
P40328	0	2	0	0	0	0	2
P19955	1	0	0	0	0	0	1
Q6B2U8	0	1	0	0	0	0	1
P32572	0	1	0	0	0	0	1
P38124	1	0	0	0	0	0	1
P18238	3	0	0	0	0	0	3
Q07913	1	1	0	0	0	0	2
P40351	1	0	0	0	0	0	1
Q12296	1	0	0	0	0	0	1
P10963	1	0	0	0	0	0	1
Q12306	0	1	0	0	0	0	1
Q00684	0	2	0	0	0	0	2
P0CW41	0	1	0	0	0	0	1
P38156	1	0	0	0	0	0	1
P00815	3	0	0	0	0	0	3
P22137	7	2	1	0	0	0	10
P03069	1	0	0	0	0	0	1
Q03308	2	0	0	0	0	0	2
P40150	1	0	0	0	0	0	1
P38875	1	0	0	0	0	0	1
P38971	1	0	0	0	0	0	1
P39938	1	0	0	0	0	0	1
P53281	0	1	0	0	0	0	1
P08518	1	6	0	0	0	0	7
P25383	1	0	0	0	0	0	1
P22146	0	2	0	0	0	0	2
P48365	1	0	0	0	0	0	1
P47025	1	0	4	0	0	0	5
P39962	0	1	0	0	0	0	1
P38721	0	1	0	0	0	0	1
P09436	1	1	0	0	0	0	2
P53965	0	1	0	0	0	0	1
Q04410	0	1	0	0	0	0	1
Q3E764	1	0	0	0	0	0	1
Q6WNK7	1	0	0	0	0	0	1
P18409	1	0	0	0	0	0	1
Q07844	0	2	0	0	0	0	2
P53124	1	0	0	0	0	0	1
Q04082	1	0	0	0	0	0	1
P36022	3	6	0	0	0	0	9
Q03687	0	0	1	0	0	0	1
Q12163	0	1	0	0	0	0	1
P37299	1	0	0	0	0	0	1
P35994	1	0	0	0	0	0	1
P43575	1	0	0	0	0	0	1
P40563	1	0	0	0	0	0	1
P00958	1	1	0	0	0	0	2
Q03786	0	1	0	0	0	0	1
P32478	0	0	11	0	0	0	11
Q12473	1	2	0	0	0	0	3
P38324	0	1	0	0	0	0	1
P0CX72	1	0	0	0	0	0	1
P39730	0	3	0	0	0	0	3
P01097	1	0	0	0	0	0	1
P0CE88	1	0	0	0	0	0	1
Q12395	1	1	0	0	0	0	2
P33332	1	1	0	0	0	0	2
P47976	2	0	0	0	0	0	2
P40971	1	1	0	0	0	0	2
P40043	1	0	0	0	0	0	1
P53583	0	2	0	0	0	0	2
P47134	0	2	0	0	0	0	2
P38719	1	1	0	0	0	0	2
Q06162	1	0	0	0	0	0	1
P36144	0	1	0	0	0	0	1
Q12151	1	1	0	0	0	0	2
P11710	0	1	0	0	0	0	1
P38710	1	0	0	0	0	0	1
P09734	0	2	0	0	0	0	2
P39970	1	0	0	0	0	0	1
P53746	1	2	0	0	0	0	3
P38865	1	0	0	0	0	0	1
Q06218	1	1	0	0	0	0	2
P42950	0	1	0	0	0	0	1
P53045	1	0	0	0	0	0	1
Q12333	1	2	0	0	0	0	3
P38212	1	0	0	0	0	0	1
P08019	0	1	0	0	0	0	1
Q12370	1	0	0	0	0	0	1
P47027	3	0	0	0	0	0	3
P48526	1	1	0	0	0	0	2
P00927	1	2	0	0	0	0	3
Q08058	1	0	0	0	0	0	1
P37292	0	1	0	0	0	0	1
P49166	1	0	0	0	0	0	1
P38236	1	0	0	0	0	0	1
Q01217	2	2	0	0	0	0	4
Q07350	0	2	0	0	0	0	2
P10870	1	0	0	0	0	0	1
P39520	1	0	0	0	0	0	1
P35727	1	0	0	0	0	0	1
P40068	0	1	0	0	0	0	1
Q12080	1	0	0	0	0	0	1
P38238	1	0	0	0	0	0	1
P38961	1	0	0	0	0	0	1
P29468	1	2	0	0	0	0	3
P53821	1	0	0	0	0	0	1
P32606	0	1	0	0	0	0	1
P07143	1	0	0	0	0	0	1
P53219	0	1	0	0	0	0	1
P04173	0	1	0	0	0	0	1
Q02685	0	1	0	0	0	0	1
P32786	1	0	0	0	0	0	1
P45978	0	1	0	0	0	0	1
P39707	0	1	0	0	0	0	1
P29469	1	3	0	0	0	0	4
Q08972	0	3	0	0	0	0	3
P14064	0	0	0	1	0	0	1
P41817	1	0	0	0	0	0	1
Q12140	0	1	0	0	0	0	1
Q12343	1	0	0	0	0	0	1
P35719	1	0	0	0	0	0	1
P38903	1	0	0	0	0	0	1
Q06152	1	1	0	0	0	0	2
Q06524	1	0	0	0	0	0	1
P25443	0	2	0	0	0	0	2
P0CX73	1	0	0	0	0	0	1
P53942	1	0	0	0	0	0	1
P53176	1	0	0	0	0	0	1
Q9ZZW7	0	3	0	0	0	0	3
Q04746	1	0	0	0	0	0	1
Q07732	1	0	0	0	0	0	1
Q99383	0	2	0	0	0	0	2
P43124	0	2	0	0	0	0	2
P43546	0	1	0	0	0	0	1
P53885	1	0	0	0	0	0	1
Q12440	1	1	0	0	0	0	2
P40957	1	0	0	0	0	0	1
P0CX58	1	0	0	0	0	0	1
P43636	1	1	0	0	0	0	2
P40531	1	0	0	0	0	0	1
P12954	0	2	0	0	0	0	2
Q08910	1	0	0	0	0	0	1
P46959	1	0	0	0	0	0	1
P40471	0	1	0	0	0	0	1
P47019	1	0	0	0	0	0	1
P53046	1	3	0	0	0	0	4
P40528	1	2	0	0	0	0	3
P53850	0	1	0	0	0	0	1
P46995	1	1	0	0	0	0	2
Q96VH2	0	1	0	0	0	0	1
P43590	0	2	0	0	0	0	2
P52868	0	1	0	0	0	0	1
P87108	0	1	0	0	0	0	1
P46957	1	0	0	0	0	0	1
Q07807	0	0	6	0	0	0	6
P39945	0	2	0	0	0	0	2
Q08923	0	1	0	0	0	0	1
Q02326	1	0	0	0	0	0	1
Q99207	2	0	0	0	0	0	2
P31787	0	1	0	0	0	0	1
Q04371	1	0	0	0	0	0	1
Q12532	2	1	0	0	0	0	3
Q12297	0	1	0	0	0	0	1
P36523	1	0	0	0	0	0	1
P52290	1	0	0	0	0	0	1
Q12156	0	1	0	0	0	0	1
P56508	1	0	0	0	0	0	1
P50112	2	0	0	0	0	0	2
P20134	0	1	0	0	0	0	1
P38995	1	3	0	0	0	0	4
P38210	1	0	0	0	0	0	1
P40206	0	1	0	0	0	0	1
Q12436	1	0	0	0	0	0	1
Q07655	0	1	0	0	0	0	1
Q08273	0	1	0	0	0	0	1
Q04411	0	1	0	0	0	0	1
P04911	1	1	0	0	0	0	2
P40015	0	1	0	0	0	0	1
P09007	0	1	0	0	0	0	1
P38137	1	1	0	0	0	0	2
P40486	1	0	0	0	0	0	1
P33418	1	0	0	0	0	0	1
Q06549	1	0	0	0	0	0	1
P33400	0	1	0	0	0	0	1
P39734	1	0	0	0	0	0	1
P52960	0	1	0	0	0	0	1
P38141	0	1	0	0	0	0	1
P41910	1	0	0	0	0	0	1
Q01896	4	2	0	0	0	0	6
P36526	1	0	0	0	0	0	1
P14180	2	0	0	0	0	0	2
P38755	1	0	0	0	0	0	1
P38709	1	0	0	0	0	0	1
P0CX44	0	1	0	0	0	0	1
P53974	0	1	0	0	0	0	1
Q12181	0	3	0	0	0	0	3
P27515	0	2	0	0	0	0	2
P38829	1	0	0	0	0	0	1
Q06709	1	0	0	0	0	0	1
Q08176	0	1	0	0	0	0	1
P00420	1	0	0	0	0	0	1
Q02710	0	1	0	0	0	0	1
P36136	0	1	0	0	0	0	1
P38204	1	0	0	0	0	0	1
Q08702	0	2	0	0	0	0	2
P39972	0	1	0	0	0	0	1
Q08268	1	0	0	0	0	0	1
P08004	2	0	0	0	0	0	2
P53952	1	0	0	0	0	0	1
D6VTK4	1	0	0	0	0	0	1
P08458	0	1	0	0	0	0	1
P32795	1	1	0	0	0	0	2
P02829	1	1	0	0	0	0	2
Q04706	1	0	0	0	0	0	1
P61830	0	1	0	0	0	0	1
P43564	1	0	0	0	0	0	1
P23615	1	5	0	0	0	0	6
Q12523	0	0	2	0	0	0	2
P09932	0	2	0	0	0	0	2
P36107	1	0	0	0	0	0	1
Q04659	1	0	0	0	0	0	1
Q12094	2	0	0	0	0	0	2
Q3E835	0	1	0	0	0	0	1
P53336	1	0	0	0	0	0	1
P18412	2	0	0	0	0	0	2
P38694	1	0	0	0	0	0	1
P07245	1	2	0	0	0	0	3
P53012	1	0	0	0	0	0	1
P22139	0	1	0	0	0	0	1
P53036	1	0	0	0	0	0	1
P39522	1	0	0	0	0	0	1
P53100	0	1	0	0	0	0	1
P53323	1	0	0	0	0	0	1
P39729	3	0	0	0	0	0	3
Q12392	1	0	0	0	0	0	1
Q12042	1	0	0	0	0	0	1
P35208	1	1	0	0	0	0	2
O13563	1	0	0	0	0	0	1
P32916	1	4	0	0	0	0	5
Q12469	0	3	0	0	0	0	3
P49435	0	1	0	0	0	0	1
P50082	0	0	1	0	0	0	1
P40036	0	1	0	0	0	0	1
P22936	0	1	0	0	0	0	1
P06780	0	1	0	0	0	0	1
Q92331	0	2	0	0	0	0	2
Q12354	0	1	0	0	0	0	1
P53191	0	1	0	0	0	0	1
P19097	1	2	0	0	0	0	3
Q04947	1	0	0	0	0	0	1
P13181	1	0	0	0	0	0	1
P40993	1	0	0	0	0	0	1
P33892	2	0	0	0	0	0	2
P28625	0	1	0	0	0	0	1
Q08777	2	0	0	0	0	0	2
P0CX43	0	1	0	0	0	0	1
P25364	0	1	0	0	0	0	1
P43570	1	0	0	0	0	0	1
P16664	1	0	0	0	0	0	1
Q04226	0	1	0	0	0	0	1
P38769	0	1	0	0	0	0	1
P25345	0	2	0	0	0	0	2
P49954	1	0	0	0	0	0	1
P39969	0	3	0	0	0	0	3
Q04344	0	1	0	0	0	0	1
P40045	1	0	0	0	0	0	1
P32862	0	1	0	0	0	0	1
Q04175	0	2	0	0	0	0	2
Q06685	1	1	0	0	0	0	2
Q12208	1	0	0	0	0	0	1
P0CX46	0	2	0	0	0	0	2
P33760	0	2	0	0	0	0	2
P38840	0	1	0	0	0	0	1
P34231	1	0	0	0	0	0	1
P38850	3	2	0	0	0	0	5
Q12520	1	0	0	0	0	0	1
P32378	1	0	0	0	0	0	1
P10355	1	0	0	0	0	0	1
P26449	0	0	1	0	0	0	1
P47001	0	0	1	0	0	0	1
P23293	0	1	0	0	0	0	1
Q02774	0	1	0	0	0	0	1
P43549	1	0	0	0	0	0	1
P38009	1	1	0	0	0	0	2
Q12164	1	0	0	0	0	0	1
Q12275	2	1	0	0	0	0	3
P25846	0	4	0	0	0	0	4
Q06224	0	3	0	1	0	0	4
P22580	1	0	0	0	0	0	1
P38326	1	0	0	0	0	0	1
P53073	1	0	0	0	0	0	1
P46985	1	0	0	0	0	0	1
P32453	1	0	0	0	0	0	1
P22803	0	1	0	0	0	0	1
P25657	0	1	0	0	0	0	1
P53819	1	2	0	0	0	0	3
P36069	0	1	0	0	0	0	1
Q04183	1	0	0	0	0	0	1
P38931	2	0	0	0	0	0	2
P32854	1	1	0	0	0	0	2
P39107	1	0	0	0	0	0	1
Q06833	1	1	0	0	0	0	2
P40526	1	0	0	0	0	0	1
P14907	1	0	0	0	0	0	1
P18408	1	0	0	0	0	0	1
P40464	3	0	0	0	0	0	3
